trip_id,user_id,driver_id,fare,surge_multiplier,tip,payment_type,pickup_time,dropoff_time,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,weather,city,loyalty_status
T076844,R00358,D00230,24.09,1.8,2.0,Cash,2024-06-25 06:23:15+02:27,2024-06-25 06:34:15+02:27,-1.7627610090763706,37.238899473918536,-1.8054434754130504,37.210760260531316,Rainy,Nairobi,Silver
T045631,R08639,D01696,10.54,1.0,0.0,Mobile Money,2024-08-23 18:04:08+02:27,2024-08-23 18:21:08+02:27,-1.2162513160410633,36.988994111290644,-1.2416489699065196,37.000181081599756,Sunny,Nairobi,Bronze
T100702,R07606,D03885,36.82,2.3,0.0,Mobile Money,2025-02-21 18:35:14+00:14,2025-02-21 19:12:14+00:14,6.433184732911201,3.429908452360304,6.427742709352882,3.4542669979527685,Rainy,Lagos,Bronze
T082401,R01576,D01352,14.64,1.0,0.0,Card,2024-07-30 20:28:39+02:27,2024-07-30 20:34:39+02:27,-1.6942705712154575,36.69064048081945,-1.6520563932295156,36.7113091705978,Sunny,Nairobi,Silver
T016729,R01101,D04945,19.06,1.0,0.0,Mobile Money,2025-04-22 13:18:36+00:14,2025-04-22 14:10:36+00:14,6.7188329926941,3.3302055206256256,6.672157259143128,3.345546606624041,Sunny,Lagos,Bronze
T197815,R00504,D01339,8.02,1.0,0.0,Mobile Money,2025-04-07 11:09:48+00:14,2025-04-07 11:20:48+00:14,6.518378338166238,3.2583140370954973,6.4715692130280456,3.2520841561320974,Sunny,Lagos,Gold
T091624,R09731,D01514,8.81,1.0,0.0,Card,2024-12-01 05:37:05+02:27,2024-12-01 06:09:05+02:27,-1.364653826071104,36.64294978701224,-1.3905954928838213,36.63326091617221,Sunny,Nairobi,Bronze
T169309,R02806,D02725,19.18,1.0,0.0,Card,2025-03-02 15:50:22+02:27,2025-03-02 16:32:22+02:27,-1.4636238406757076,36.76812437002576,-1.4683366061834946,36.722795345742135,Sunny,Nairobi,Gold
T133263,R02320,D01640,11.19,1.0,0.0,Mobile Money,2024-06-18 06:07:38+02:27,2024-06-18 07:06:38+02:27,-1.3224294934687586,36.74911013718471,-1.346604728736141,36.77027194629795,Sunny,Nairobi,Bronze
T111969,R03798,D02356,11.14,1.0,0.38,Card,2024-08-19 14:40:26+02:27,2024-08-19 15:27:26+02:27,-1.2561824561141683,36.77398532091091,-1.2936898984684955,36.779122483088464,Sunny,Nairobi,Silver
T011212,R06914,D02958,13.62,1.0,1.42,Card,2025-04-14 03:01:55+02:27,2025-04-14 03:08:55+02:27,-1.4451418431279932,36.81657442363567,-1.432911170670255,36.849657270975975,Sunny,Nairobi,Bronze
T092442,R07619,D01005,8.43,1.0,0.0,Card,2024-10-15 08:35:46+02:05,2024-10-15 08:45:46+02:05,30.12026676807065,31.41932494222084,30.100727700318636,31.439519806280323,Sunny,Cairo,Bronze
T134366,R06524,D02330,17.76,1.0,0.16,Mobile Money,2024-09-29 18:30:05+02:27,2024-09-29 18:44:05+02:27,-1.1087055969329906,36.89932542649678,-1.126240713295113,36.870554114580365,Sunny,Nairobi,Gold
T184713,R03266,D00742,22.87,1.5,0.0,Card,2024-09-14 18:06:05+00:14,2024-09-14 18:19:05+00:14,6.2077743959979115,3.075137224190115,6.212185347336288,3.101813964952124,Sunny,Lagos,Silver
T144435,R06651,D03389,10.69,1.0,0.0,Card,2025-03-23 10:18:40+02:05,2025-03-23 10:28:40+02:05,30.021514972508758,31.242593760028917,30.068876138176027,31.287846375531352,Sunny,Cairo,Bronze
T000491,R00250,D01164,8.46,1.0,0.0,Mobile Money,2024-05-20 07:50:11+00:14,2024-05-20 08:48:11+00:14,6.584780658703045,3.4365916597003436,6.565356289340543,3.455725838589964,Sunny,Lagos,Silver
T103481,R00973,D01316,15.33,1.2,0.0,Card,2024-05-06 19:22:25+02:05,2024-05-06 20:05:25+02:05,30.246516145471674,30.874726699369045,30.259699950811672,30.82674971567508,Sunny,Cairo,Bronze
T000160,R01769,D02989,16.35,1.0,0.0,Mobile Money,2025-01-19 20:29:51+02:27,2025-01-19 20:37:51+02:27,-1.2090662148694773,36.87090238888993,-1.2465403955926795,36.920215642826065,Sunny,Nairobi,Silver
T118922,R00958,D02534,9.06,1.0,0.0,Mobile Money,2024-10-22 05:22:20+02:27,2024-10-22 06:07:20+02:27,-1.0918138608040104,36.617514190877486,-1.0755746940348803,36.570656479017096,Cloudy,Nairobi,Bronze
T005081,R05337,D00163,11.97,1.0,0.0,Cash,2024-08-16 20:55:34+02:05,2024-08-16 21:22:34+02:05,30.093917970679744,31.327314707814725,30.109270086217524,31.280310944518213,Sunny,Cairo,Silver
T142669,R04704,D04191,16.07,1.0,0.0,Card,2025-02-25 16:03:46+00:14,2025-02-25 16:46:46+00:14,6.6085432665091215,3.8749062735723734,6.646542651172953,3.899727864386511,Foggy,Lagos,Gold
T067756,R09408,D00854,8.57,1.0,0.0,Card,2024-11-19 17:44:40+02:05,2024-11-19 18:30:40+02:05,30.22276672836772,31.19543088448762,30.18268123637225,31.229107125887868,Sunny,Cairo,Bronze
T107904,R00145,D03921,14.4,1.3,0.0,Mobile Money,2025-03-05 18:08:44+02:05,2025-03-05 19:00:44+02:05,30.230581037153716,31.290931369633743,30.21122638301162,31.31321436331285,Sunny,Cairo,Bronze
T085099,R06361,D02870,12.99,1.0,0.1,Card,2025-04-08 14:25:47+02:05,2025-04-08 14:34:47+02:05,30.119211586145333,31.219897330673167,30.106614504256868,31.256411384658755,Sunny,Cairo,Bronze
T157865,R00545,D03825,19.43,1.0,0.0,Card,2024-06-27 20:06:38+02:27,2024-06-27 20:50:38+02:27,-1.3800340719575277,36.95716014258946,-1.3800262822991312,36.9617801848737,Rainy,Nairobi,Silver
T071455,R05090,D02912,17.65,1.4,0.05,Mobile Money,2025-01-12 18:52:15+00:14,2025-01-12 19:04:15+00:14,6.846116119311832,3.2728736532675473,6.811744283876852,3.2389654250113145,Sunny,Lagos,Silver
T092097,R00094,D02239,9.4,1.0,2.23,Mobile Money,2025-02-06 18:59:41+02:27,2025-02-06 19:14:41+02:27,-1.4677322227465273,36.693215974839056,-1.5168044854741136,36.68370651072333,Sunny,Nairobi,Silver
T101728,R03712,D01307,9.23,1.0,0.02,Mobile Money,2025-02-17 19:49:16+02:27,2025-02-17 20:28:16+02:27,-1.0545010695650279,37.223689915948974,-1.1035034433805087,37.21203132707327,Sunny,Nairobi,Silver
T176454,R09591,D01227,12.76,1.0,0.0,Card,2025-04-04 20:43:11+02:27,2025-04-04 21:22:11+02:27,-1.1614752871704057,36.68332607706933,-1.1424331081499524,36.66501638079287,Sunny,Nairobi,Bronze
T187416,R03321,D00869,18.23,1.0,0.0,Card,2025-04-06 13:12:39+02:27,2025-04-06 13:36:39+02:27,-1.6752169281827698,36.941726238857285,-1.6490074114485145,36.95519261071992,Cloudy,Nairobi,Silver
T117996,R06934,D03483,25.03,1.5,0.0,Card,2024-11-25 12:02:40+02:05,2024-11-25 13:01:40+02:05,30.009360586175593,31.04412619067683,30.01737697681175,31.000306655489165,Rainy,Cairo,Bronze
T096795,R01696,D00573,8.19,1.4,0.0,Card,2024-08-05 08:51:43+02:27,2024-08-05 09:20:43+02:27,-1.356344272179716,36.85745262306747,-1.3735227587060794,36.904383510948556,Sunny,Nairobi,Bronze
T195528,R08409,D02177,18.42,1.0,0.0,Mobile Money,2024-06-29 18:34:07+02:05,2024-06-29 19:29:07+02:05,29.869578619121164,31.241815205726187,29.90921261780882,31.21364955703812,Cloudy,Cairo,Bronze
T047919,R09154,D04623,14.97,1.4,0.0,Mobile Money,2024-05-04 20:40:45+02:05,2024-05-04 21:11:45+02:05,30.06820866437427,31.328138277517272,30.10742966730277,31.295083437964564,Rainy,Cairo,Bronze
T117269,R07264,D00351,7.8,1.0,0.0,Card,2024-06-11 04:57:14+02:05,2024-06-11 05:08:14+02:05,30.47316291652826,30.90446184891931,30.492957180401728,30.907067823159938,Cloudy,Cairo,Silver
T071135,R03227,D00027,12.24,1.0,0.0,Cash,2024-09-01 11:37:14+02:05,2024-09-01 11:43:14+02:05,29.56961046369636,30.872425307364104,29.551181870474554,30.835829976063085,Sunny,Cairo,Gold
T184070,R01410,D03908,21.16,1.3,0.0,Card,2025-01-01 18:29:21+00:14,2025-01-01 19:05:21+00:14,6.132076777212067,3.3243667469894986,6.165681864664096,3.3624239825888718,Rainy,Lagos,Bronze
T156754,R01342,D03553,21.65,1.3,0.0,Mobile Money,2025-02-16 09:38:57+02:05,2025-02-16 10:24:57+02:05,30.07409811374993,31.321194663090566,30.09291175832058,31.287666787776594,Cloudy,Cairo,Bronze
T179673,R03747,D04638,20.25,1.0,0.3,Card,2024-05-05 06:28:38+02:05,2024-05-05 07:19:38+02:05,30.080169678472764,31.30485093878439,30.047900680538454,31.26916259180851,Sunny,Cairo,Silver
T004408,R09887,D02618,11.08,1.0,0.22,Mobile Money,2024-12-14 22:02:17+02:27,2024-12-14 22:13:17+02:27,-1.3259073218114836,37.01240595488164,-1.3250395989139194,37.05247718514721,Sunny,Nairobi,Bronze
T078261,R00280,D01259,14.93,1.0,0.0,Mobile Money,2024-12-10 00:52:52+02:27,2024-12-10 01:28:52+02:27,-1.310194371460466,36.68182153730634,-1.3484963081512285,36.67161667988488,Sunny,Nairobi,Bronze
T131684,R08173,D04291,8.21,1.0,0.0,Mobile Money,2025-01-03 20:46:28+00:14,2025-01-03 21:29:28+00:14,6.395387805811672,3.111279418722485,6.372877534225065,3.1309646549202292,Cloudy,Lagos,Silver
T060166,R02785,D03331,23.31,1.4,0.0,Card,2024-10-09 02:00:19+02:05,2024-10-09 02:29:19+02:05,30.209719699012187,31.38345805607334,30.241616966194968,31.392203848897648,Rainy,Cairo,Silver
T118720,R09611,D02151,26.76,1.4,0.0,Card,2024-06-12 17:50:19+00:14,2024-06-12 18:24:19+00:14,6.773067690718144,3.0268086405828,6.809649925283128,3.00937832192109,Sunny,Lagos,Bronze
T013548,R07828,D01798,13.72,1.0,0.0,Mobile Money,2024-05-14 07:39:05+02:27,2024-05-14 08:11:05+02:27,-1.2917255198065845,36.796529836337854,-1.2715728052427737,36.80825491836827,Sunny,Nairobi,Gold
T147628,R04176,D00357,8.64,1.0,1.07,Card,2024-10-29 19:18:19+02:05,2024-10-29 19:24:19+02:05,30.102427845050045,31.124732036733082,30.117506877357716,31.160036972016055,Sunny,Cairo,Silver
T174255,R06708,D04838,17.99,1.2,1.11,Card,2024-06-17 15:47:23+02:05,2024-06-17 16:10:23+02:05,30.212924199643616,31.198903073466486,30.173672039549416,31.172632126317524,Rainy,Cairo,Bronze
T069634,R04871,D02928,13.4,1.0,0.0,Card,2024-08-05 18:35:51+02:27,2024-08-05 18:45:51+02:27,-1.1251911235253718,36.644724377556585,-1.1605629530243409,36.68849019398655,Cloudy,Nairobi,Silver
T037767,R08380,D00917,8.25,1.0,0.0,Card,2025-03-21 18:01:22+02:27,2025-03-21 18:14:22+02:27,-1.3341209127772795,36.99966255712187,-1.3059981491017718,37.03912563574347,Sunny,Nairobi,Bronze
T119211,R06177,D03978,10.49,1.0,0.0,Mobile Money,2024-09-19 09:35:27+00:14,2024-09-19 10:28:27+00:14,6.510306500115986,3.5418288467516184,6.497642465724667,3.5056533804551453,Foggy,Lagos,Bronze
T193405,R04573,D00434,21.58,1.3,0.0,Card,2024-12-28 07:23:39+02:27,2024-12-28 07:57:39+02:27,-1.2818355983566192,36.960009898755175,-1.2932451679512054,36.98100702442876,Rainy,Nairobi,Bronze
T134968,R09118,D02062,8.66,1.0,0.0,Cash,2024-06-01 14:30:01+00:14,2024-06-01 14:48:01+00:14,6.630964819522188,3.388176741425823,6.615326222034885,3.4150798274391274,Sunny,Lagos,Bronze
T129913,R01139,D03845,13.37,1.0,0.0,Mobile Money,2024-08-24 20:29:32+00:14,2024-08-24 20:41:32+00:14,6.1132809136727735,3.729429004782787,6.101523231795837,3.705487986866433,Cloudy,Lagos,Silver
T033379,R07733,D01604,9.01,1.0,1.91,Card,2025-03-06 06:22:29+00:14,2025-03-06 07:17:29+00:14,6.473298858780229,3.4475569387643317,6.500942262385612,3.432946618132351,Cloudy,Lagos,Bronze
T126645,R02320,D01281,10.54,1.0,0.0,Mobile Money,2025-04-20 10:14:16+02:27,2025-04-20 10:35:16+02:27,-1.4565734906879877,36.78583264578188,-1.411606493618637,36.76272173284499,Foggy,Nairobi,Bronze
T192075,R02602,D04200,11.21,1.0,0.0,Card,2024-08-01 22:02:43+00:14,2024-08-01 23:01:43+00:14,6.52840331452474,3.202883200870336,6.505374763811278,3.1730731709888347,Sunny,Lagos,Bronze
T136792,R05787,D03024,34.1,1.5,0.39,Card,2025-02-08 21:31:21+02:27,2025-02-08 22:06:21+02:27,-1.6559580811670447,36.482363964614805,-1.6596665311006464,36.43996100876242,Rainy,Nairobi,Bronze
T076945,R03747,D03592,8.7,1.0,0.0,Card,2025-01-25 16:05:44+02:05,2025-01-25 16:10:44+02:05,30.1191220494636,31.044097541637168,30.129898068715715,31.035919577539023,Sunny,Cairo,Silver
T183862,R09622,D00068,12.26,1.0,1.9,Card,2024-09-25 12:43:17+02:05,2024-09-25 13:40:17+02:05,29.897499214390137,31.404581756300374,29.865436173519846,31.402184890927664,Sunny,Cairo,Bronze
T010984,R02212,D00185,13.81,1.0,0.0,Mobile Money,2025-04-24 11:36:41+02:05,2025-04-24 12:31:41+02:05,30.19699712524303,31.05067955735707,30.205865212528323,31.03152372838484,Cloudy,Cairo,Bronze
T078635,R00459,D03958,12.3,1.0,1.7,Mobile Money,2024-11-05 19:58:58+00:14,2024-11-05 20:34:58+00:14,6.536802593918381,3.4343782393690057,6.497749270566828,3.463010035509466,Foggy,Lagos,Silver
T090620,R07602,D04461,8.07,1.0,0.0,Card,2024-09-22 18:41:30+02:27,2024-09-22 18:46:30+02:27,-1.4069761650730697,37.00823679130375,-1.3947821074938154,37.00370229396765,Sunny,Nairobi,Silver
T146691,R06504,D03776,14.2,1.0,0.0,Card,2024-11-19 12:43:46+00:14,2024-11-19 13:10:46+00:14,6.559101661434449,3.4585691382365864,6.607935666629335,3.4971278222960414,Sunny,Lagos,Bronze
T043662,R08980,D03539,7.85,1.9,0.0,Mobile Money,2025-04-27 22:06:50+02:05,2025-04-27 22:32:50+02:05,30.11918471099054,31.07393354339282,30.09894464968881,31.05586428094353,Rainy,Cairo,Silver
T010144,R01071,D04039,12.6,1.0,0.0,Card,2025-04-18 07:01:35+02:27,2025-04-18 07:46:35+02:27,-1.1029873233894325,36.784236265471684,-1.0707518598303176,36.75719803175618,Cloudy,Nairobi,Bronze
T041525,R06396,D03698,18.92,1.6,0.0,Cash,2025-03-10 17:31:04+02:27,2025-03-10 18:28:04+02:27,-1.3896982819543617,36.88975725256742,-1.3882820174990387,36.914341156520145,Rainy,Nairobi,Bronze
T102863,R03942,D02456,18.57,1.0,0.0,Card,2025-01-16 10:08:45+02:27,2025-01-16 10:43:45+02:27,-1.194167744623411,36.79890871878983,-1.2013743060752282,36.80321404979072,Sunny,Nairobi,Gold
T036686,R04135,D01522,14.96,1.4,0.0,Card,2025-02-17 08:05:54+00:14,2025-02-17 08:18:54+00:14,6.701184102679658,3.533784494212792,6.686532539131316,3.497068329119728,Rainy,Lagos,Silver
T114461,R05225,D00405,14.11,1.0,3.31,Cash,2024-05-21 13:22:05+00:14,2024-05-21 14:16:05+00:14,6.424013484405665,3.276680558498941,6.435812737619936,3.289635332982158,Sunny,Lagos,Bronze
T052713,R01219,D04499,17.33,1.0,0.0,Card,2024-10-13 00:22:57+00:14,2024-10-13 01:17:57+00:14,6.560958230882274,3.381847804413986,6.5331130039221,3.404422099829316,Sunny,Lagos,Bronze
T152206,R00641,D01425,15.13,1.0,0.0,Card,2025-01-01 20:48:16+02:27,2025-01-01 21:02:16+02:27,-1.2141816015938813,37.00523688730251,-1.257614675742509,37.04198521108708,Sunny,Nairobi,Bronze
T047753,R04620,D04520,11.52,1.0,0.82,Mobile Money,2024-10-30 03:27:49+02:27,2024-10-30 04:22:49+02:27,-1.1678744624674127,36.88863816136551,-1.1573299413527771,36.841326253541,Sunny,Nairobi,Gold
T104976,R01650,D01924,16.09,1.0,1.62,Mobile Money,2024-11-28 00:42:21+00:14,2024-11-28 00:59:21+00:14,6.692617969281042,3.5039178973028373,6.727187108623319,3.520187923975241,Cloudy,Lagos,Bronze
T110689,R00673,D01063,16.76,1.2,0.21,Mobile Money,2025-01-23 18:39:30+02:27,2025-01-23 19:19:30+02:27,-1.4442381102050585,36.950300439405495,-1.4310544692523965,36.97335231869463,Rainy,Nairobi,Bronze
T030531,R09590,D02418,17.04,1.4,0.0,Mobile Money,2024-06-04 18:23:30+00:14,2024-06-04 19:11:30+00:14,6.526932322135001,3.5652384964479777,6.529136374984696,3.5302494212046844,Rainy,Lagos,Bronze
T013855,R02233,D03294,10.0,1.0,0.8,Cash,2024-08-06 17:06:24+02:05,2024-08-06 17:50:24+02:05,30.233481036897352,31.24777508231464,30.202177624839404,31.230344469660643,Sunny,Cairo,Bronze
T011135,R07035,D03026,8.11,1.0,0.0,Mobile Money,2025-01-06 06:38:21+00:14,2025-01-06 06:47:21+00:14,6.524383229779364,3.462022783638503,6.572172181223645,3.437127714297736,Sunny,Lagos,Silver
T181460,R06246,D02914,9.78,1.0,0.0,Cash,2025-02-24 15:05:07+00:14,2025-02-24 15:40:07+00:14,6.3526203810510955,3.3320230280917222,6.373157261604101,3.3634190239382624,Sunny,Lagos,Bronze
T140304,R07136,D03080,17.08,1.0,0.0,Card,2024-12-06 20:44:50+00:14,2024-12-06 21:24:50+00:14,6.446134750759764,3.1822084180898393,6.479872893347013,3.1616804717647784,Sunny,Lagos,Bronze
T070727,R04522,D01931,9.66,1.4,0.14,Card,2025-03-10 07:55:04+00:14,2025-03-10 08:32:04+00:14,6.350655918928738,3.6646023755769632,6.366457163339547,3.619856953047263,Sunny,Lagos,Bronze
T177590,R04903,D02669,12.76,1.0,0.33,Cash,2025-03-16 17:10:03+00:14,2025-03-16 17:26:03+00:14,6.721059018439942,3.370572904512266,6.685136349919125,3.3249111754902363,Cloudy,Lagos,Platinum
T181186,R06663,D03538,15.76,1.3,0.66,Mobile Money,2024-11-19 22:08:18+02:05,2024-11-19 22:57:18+02:05,29.84887555205743,31.352054912044018,29.859619415818866,31.396118943019907,Rainy,Cairo,Bronze
T194308,R07432,D01369,10.68,1.4,0.0,Card,2025-03-20 07:53:07+02:27,2025-03-20 07:59:07+02:27,-1.2263214290402344,36.79361390728189,-1.2315393263072534,36.83613684654333,Sunny,Nairobi,Bronze
T108121,R08235,D03942,12.82,1.0,0.0,Card,2025-04-15 19:19:49+02:27,2025-04-15 19:40:49+02:27,-1.2461237223619612,36.91919103788501,-1.2055691091202256,36.884424824410935,Sunny,Nairobi,Bronze
T194547,R07412,D02374,8.15,1.0,0.75,Card,2024-05-31 15:55:53+02:27,2024-05-31 16:02:53+02:27,-1.1044492556763108,36.936939776104644,-1.0621191705119686,36.938860266737244,Sunny,Nairobi,Gold
T078549,R09405,D03651,8.83,1.0,0.0,Card,2025-03-03 20:34:47+02:05,2025-03-03 20:59:47+02:05,30.05141070093308,31.0362579437615,30.09565711515941,31.036760305506682,Sunny,Cairo,Bronze
T041704,R05980,D04942,7.54,1.0,0.0,Card,2025-02-16 23:26:08+00:14,2025-02-17 00:09:08+00:14,6.106512344479521,3.502854366588952,6.15006039690303,3.5180148014617356,Sunny,Lagos,Silver
T067650,R06475,D04732,27.07,1.0,2.74,Card,2025-02-07 14:23:58+02:27,2025-02-07 14:28:58+02:27,-1.1279461495666896,36.9364198641716,-1.081704598322662,36.93314605148261,Cloudy,Nairobi,Bronze
T003863,R08963,D02842,9.76,1.0,0.54,Card,2025-02-06 16:45:13+02:05,2025-02-06 17:29:13+02:05,29.988800656511184,31.231035449848445,29.968754409816952,31.23608396962309,Sunny,Cairo,Bronze
T072587,R08151,D00219,14.96,1.2,0.0,Mobile Money,2024-07-17 13:25:26+00:14,2024-07-17 14:22:26+00:14,6.097330647096969,3.757460888096128,6.121615442877004,3.781152116223302,Rainy,Lagos,Bronze
T132981,R05912,D00216,11.58,1.0,0.0,Card,2025-04-01 07:08:24+00:14,2025-04-01 07:15:24+00:14,6.35637839080627,3.1973898830346847,6.40078051994273,3.187440422727727,Foggy,Lagos,Bronze
T145003,R07236,D01598,13.71,1.0,0.0,Card,2024-11-27 06:24:41+02:05,2024-11-27 06:31:41+02:05,30.111654786140228,31.049837870744035,30.099468187373873,31.075381059257943,Sunny,Cairo,Bronze
T086084,R02308,D03665,13.2,1.6,0.0,Cash,2025-02-06 18:16:57+00:14,2025-02-06 18:58:57+00:14,6.367208453041197,3.5268141654891934,6.401461052017609,3.491079429476349,Rainy,Lagos,Bronze
T193573,R06922,D04510,7.72,1.0,0.53,Card,2025-01-27 16:13:18+00:14,2025-01-27 16:34:18+00:14,6.39867724789128,3.477982378438727,6.407861273811153,3.468473946813057,Sunny,Lagos,Gold
T005256,R07302,D01498,35.24,1.6,0.0,Card,2024-09-05 13:37:45+02:05,2024-09-05 14:17:45+02:05,29.90269639341311,31.203723033829814,29.933437800221636,31.232650109075482,Rainy,Cairo,Gold
T137580,R05397,D02489,12.79,1.2,0.71,Mobile Money,2024-06-14 17:23:44+00:14,2024-06-14 18:19:44+00:14,6.0345606373119915,3.6492063889562694,5.989257501197031,3.6421012548044294,Sunny,Lagos,Silver
T014495,R00876,D03254,9.77,1.0,0.28,Card,2024-11-21 06:23:53+02:27,2024-11-21 07:19:53+02:27,-1.1329819747107959,36.7848275754287,-1.1181927045461464,36.79119785134873,Sunny,Nairobi,Silver
T187252,R01885,D04132,14.66,1.5,0.0,Card,2024-11-18 07:54:33+02:27,2024-11-18 08:03:33+02:27,-1.2333391061749146,36.67366452841133,-1.1890491617934174,36.68323794292328,Sunny,Nairobi,Silver
T085592,R02812,D01842,12.2,1.0,0.0,Mobile Money,2024-05-21 18:40:52+02:05,2024-05-21 19:33:52+02:05,29.860756713653885,31.211607366516134,29.841531646955712,31.182349722518737,Sunny,Cairo,Silver
T152233,R01681,D04626,16.23,1.0,0.77,Card,2024-08-22 00:49:23+00:14,2024-08-22 01:16:23+00:14,6.6553519335154085,3.488536350748415,6.651580674285512,3.452474349290041,Sunny,Lagos,Bronze
T064507,R05572,D00004,12.34,1.7,0.0,Card,2025-02-27 17:57:51+00:14,2025-02-27 18:36:51+00:14,6.3876017978239,3.182326608402921,6.41279970013369,3.1972874236120754,Sunny,Lagos,Silver
T179718,R02623,D01426,30.3,1.3,0.42,Card,2024-10-19 23:46:19+00:14,2024-10-20 00:04:19+00:14,6.620087383939088,3.3592105140830664,6.661640057653438,3.3329845385752552,Rainy,Lagos,Platinum
T139635,R06657,D03160,14.49,1.0,2.26,Card,2024-12-25 20:14:08+02:27,2024-12-25 20:35:08+02:27,-1.480180961513744,36.7622582416748,-1.5263410558943153,36.790000728606095,Sunny,Nairobi,Silver
T130495,R08535,D02534,9.45,1.0,0.0,Card,2025-04-15 08:26:58+02:27,2025-04-15 08:52:58+02:27,-1.4794835302279896,36.63329959723955,-1.5190029734142705,36.59134984304934,Sunny,Nairobi,Silver
T151525,R00857,D00611,13.57,1.0,0.0,Card,2024-12-02 20:21:53+02:05,2024-12-02 20:49:53+02:05,29.970299685122463,31.24902136771887,29.96900760357877,31.280400311188593,Sunny,Cairo,Bronze
T053489,R00539,D04467,12.76,1.4,0.0,Cash,2024-12-30 16:07:10+00:14,2024-12-30 16:38:10+00:14,6.567780204945363,3.386886389542107,6.537714164952035,3.378144281648157,Rainy,Lagos,Silver
T061938,R08035,D00700,18.37,1.3,0.0,Card,2024-08-30 05:22:02+02:05,2024-08-30 05:58:02+02:05,29.996849900423896,30.853694016612664,30.037600819869976,30.847063066716558,Rainy,Cairo,Bronze
T031924,R04557,D04649,19.77,1.0,1.58,Mobile Money,2024-06-01 14:56:05+02:27,2024-06-01 15:42:05+02:27,-1.4660185954237888,36.8257376169917,-1.4866605914517295,36.82983227868454,Sunny,Nairobi,Bronze
